event_id,truth_class,component_id,area_km2,preclip_area_km2,domain_status,retained_at_15000,centroid_lon,centroid_lat,min_lon,min_lat,max_lon,max_lat,artifact_method
20260524_19Z_F04,Sparse,14,25472.213489321395,25472.213489321402,inside,True,-84.43204018536149,34.73722333001398,-85.2700012780659,33.720000000004234,-83.52000132807407,36.07000000000376,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,15,38206.270257137134,38206.276448709126,crossing,True,-83.07051433681467,32.21846101231633,-84.62000129664037,31.370000000004474,-81.52000138522627,33.22000000000433,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,16,34219.77403440063,34219.77403440063,inside,True,-81.91789121648851,37.66946351931676,-83.12000133950451,35.920000000003796,-80.82000140522953,39.27000000000312,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,17,20395.973669855277,20395.973669855266,inside,True,-82.53395638270642,29.059550264554353,-83.12000133950451,27.7200000000039,-81.92000137379583,30.520000000004337,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,18,4979.979809033116,4979.979809033116,inside,False,-82.30299105357311,33.8207731958805,-82.67000135236376,33.370000000004296,-81.77000137808224,34.320000000004114,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,19,3784.854126736451,3784.85412673645,inside,False,-76.93241648230793,33.60554421769134,-77.32000150524587,33.270000000004316,-76.52000152810675,33.8700000000042,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,20,1858.0275463171138,1858.0275463171138,inside,False,-77.23959610213812,35.67608108108492,-77.47000150095946,35.47000000000388,-76.9700015152475,35.920000000003796,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,21,25.090382668904155,25.090382668904155,inside,False,-76.69500152310593,35.745000000003834,-76.72000152239153,35.720000000003836,-76.67000152382033,35.77000000000382,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,22,696.2196288900634,696.2196288900635,inside,False,-79.56051868259993,39.08637931034798,-79.82000143380563,38.97000000000318,-79.37000144666487,39.27000000000312,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,23,1011.2517893865844,1011.2517893865844,inside,False,-80.50430373983232,40.540348837212164,-80.72000140808714,40.370000000002904,-80.32000141951758,40.770000000002824,legacy independent-max frozen truth
20260524_19Z_F04,Medium,1,0.0,6432.4974289454685,outside,False,-99.51500087099946,24.94934782609044,-99.97000085799729,24.37000000000338,-99.07000088371578,25.47000000000355,legacy independent-max frozen truth
20260524_19Z_F04,Medium,2,9736.02437960734,9736.024379607336,inside,False,-97.61385119270652,32.57347593583334,-98.37000090371905,32.12000000000455,-96.92000094515438,33.12000000000435,legacy independent-max frozen truth
20260524_19Z_F04,Medium,3,0.0,5162.521335124633,outside,False,-101.65996293091693,50.92492424242506,-102.12000079655868,50.42000000000091,-101.17000082370598,51.370000000000715,legacy independent-max frozen truth
20260524_19Z_F04,Medium,4,8454.948729473355,8454.948729473355,inside,False,-85.1461019105373,30.567327044029515,-85.62000126806427,29.920000000004244,-84.62000129664037,31.220000000004447,legacy independent-max frozen truth
20260524_19Z_F04,Medium,5,5368.072999580947,5368.072999580952,inside,False,-94.76959117053913,44.752581967215136,-95.37000098944733,44.320000000002125,-94.22000102230984,45.120000000001966,legacy independent-max frozen truth
20260524_19Z_F04,Medium,6,7605.619361074856,7605.619361074853,inside,False,-84.29533687638784,34.3233557047021,-84.82000129092515,33.920000000004194,-83.72000132235885,34.77000000000402,legacy independent-max frozen truth
20260524_19Z_F04,Medium,7,2086.980940352069,2086.9809403520685,inside,False,-84.67210972888626,35.567891566268926,-84.87000128949634,35.27000000000392,-84.47000130092678,35.920000000003796,legacy independent-max frozen truth
20260524_19Z_F04,Medium,8,1705.7652819844113,1705.765281984411,inside,False,-82.36008072629944,28.711666666670723,-82.57000135522136,28.47000000000402,-82.12000136808061,28.920000000004087,legacy independent-max frozen truth
20260524_19Z_F04,Medium,9,828.763597695652,828.7635976956522,inside,False,-82.71758199616538,30.014354838713935,-82.82000134807734,29.820000000004228,-82.62000135379256,30.22000000000429,legacy independent-max frozen truth
20260524_19Z_F04,Medium,10,23660.524193461617,23660.524193461613,inside,True,-83.09577482085977,32.17908839779452,-84.37000130378439,31.520000000004494,-81.82000137665344,32.870000000004396,legacy independent-max frozen truth
